DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P784S1A3
7972073;1;1;1;208.86424738;3
7972073;2;1;2;208.86424738;4
7972090;1;1;1;54.232121331;3
7972099;1;1;1;144.38866046;2
7972103;1;1;1;55.28436186;1
7972105;1;1;1;281.70825595;3
7972105;2;1;2;281.70825595;4
7972113;1;1;1;98.069067909;4
7972113;2;1;2;98.069067909;5
7972114;1;1;1;185.48989756;3
7972120;1;1;1;4.0999602008;2
7972120;2;1;2;4.0999602008;3
7972138;1;1;1;473.44870472;1
7972155;1;1;1;14.561864909;3
7972170;1;1;1;5.8838736828;3
7972205;1;1;1;19.379787952;1
7972232;1;1;1;5.8838736828;3
7972235;1;1;1;5.8838736828;3
7972251;1;1;1;122.47806035;3
7972251;2;1;2;122.47806035;4
7972262;1;1;1;67.180110447;3
7972262;2;1;2;67.180110447;4
7972289;1;1;1;136.93109074;2
7972310;1;1;1;5.8838736828;4
7972315;1;1;1;559.93331256;7
7972335;1;1;1;152.00714717;3
7972347;1;1;1;70.742165626;5
7972360;1;1;1;180.7102574;3
7972377;1;1;1;7.0441897055;2
7972380;1;1;1;43.27735641;3
7972380;2;1;2;43.27735641;4
7972389;1;1;1;567.27542197;2
7972413;1;1;1;589.09705423;4
7972416;1;1;1;56.039810812;3
7972419;1;1;1;122.54375949;3
7972419;2;1;2;122.54375949;4
7972431;1;1;1;163.39258674;5
7972442;1;1;1;5.8838736828;3
7972454;1;1;1;220.45253803;1
7972460;1;1;1;7.0441897055;3
7972461;1;1;1;13.435397141;2
7972466;1;1;1;7.1565322929;1
7972470;1;1;1;153.54355042;4
7972470;2;1;2;153.54355042;5
7972470;3;1;3;153.54355042;6
7972486;1;1;1;38.723510737;2
7972489;1;1;1;300.09939306;3
7972489;2;1;2;300.09939306;4
7972489;3;1;3;300.09939306;5
7972492;1;1;1;579.39126277;3
7972505;1;1;1;262.58243552;2
7972514;1;1;1;56.101045348;4
7972527;1;1;1;136.8748931;3
7972527;2;1;2;136.8748931;4
7972527;3;1;3;136.8748931;5
7972554;1;1;1;160.6843241;2
7972559;1;1;1;5.8838736828;2
7972559;2;1;2;5.8838736828;3
7972621;1;1;1;16.409438418;4
7972621;2;1;2;16.409438418;5
7972623;1;1;1;102.11768206;2
7972638;1;1;1;21.817847188;3
7972638;2;1;2;21.817847188;4
7972650;1;1;1;21.817847188;3
7972657;1;1;1;5.8838736828;4
7972659;1;1;1;17.296165703;3
7972659;2;1;2;17.296165703;4
7972659;3;1;3;17.296165703;5
7972661;1;1;1;21.207408637;3
7972679;1;1;1;30.123940094;5
7972695;1;1;1;41.588812433;3
7972695;2;1;2;41.588812433;4
7972701;1;1;1;7.0441897055;4
7972727;1;1;1;274.08502169;3
7972727;2;1;2;274.08502169;4
7972727;3;1;3;274.08502169;5
7972728;1;1;1;241.63071251;3
7972732;1;1;1;5.8838736828;3
7972732;2;1;2;5.8838736828;4
7972733;1;1;1;331.05606136;4
7972741;1;1;1;294.28509853;3
7972741;2;1;2;294.28509853;4
7972741;3;1;3;294.28509853;5
7972747;1;1;1;40.246943357;2
7972747;2;1;2;40.246943357;3
7972751;1;1;1;169.72826184;3
7972761;1;1;1;252.11885926;2
7972776;1;1;1;7.0441897055;2
7972776;2;1;2;7.0441897055;3
7972776;3;1;3;7.0441897055;4
7972787;1;1;1;199.513871;2
7972804;1;1;1;229.2054095;2
7972804;2;1;2;229.2054095;3
7972810;1;1;1;145.25551486;3
7972812;1;1;1;199.86269335;2
7972821;1;1;1;235.3116675;5
7972821;2;1;2;235.3116675;6
7972823;1;1;1;206.07949317;2
7972836;1;1;1;5.8838736828;4
7972854;1;1;1;875.62268344;2
7972879;1;1;1;1034.1785258;1
7972884;1;1;1;774.68724715;2
7972889;1;1;1;22.264067332;4
7972909;1;1;1;91.92330757;3
7972922;1;1;1;13.211618582;2
7972922;2;1;2;13.211618582;3
7972944;1;1;1;6.4038088232;3
7972947;1;1;1;388.0069322;3
7972947;2;1;2;388.0069322;4
7972955;1;1;1;225.99419094;3
7972967;1;1;1;354.2903233;1
7972967;2;1;2;354.2903233;4
7972970;1;1;1;82.935552291;3
7973003;1;1;1;7.0441897055;3
7973003;2;1;2;7.0441897055;4
7973017;1;1;1;116.06087757;3
7973036;1;1;1;144.04261917;2
7973042;1;1;1;173.90582021;3
7973042;2;1;2;173.90582021;4
7973045;1;1;1;171.19267857;3
7973058;1;1;1;155.07950663;4
7973067;1;1;1;160.34793965;1
7973068;1;1;1;76.861209173;2
7973068;2;1;2;76.861209173;3
7973071;1;1;1;179.41676581;4
7973080;1;1;1;158.10017054;2
7973092;1;1;1;164.406665;3
7973093;1;1;1;297.40789004;3
7973093;2;1;2;297.40789004;4
7973105;1;1;1;138.39325362;2
7973109;1;1;1;207.80401998;3
7973111;1;1;1;84.548961881;7
7973122;1;1;1;284.99781409;2
7973127;1;1;1;74.236415877;2
7973150;1;1;1;64.427143427;3
7973150;2;1;2;64.427143427;4
7973152;1;1;1;277.37722165;2
7973161;1;1;1;79.380287027;4
7973161;2;1;2;79.380287027;5
7973170;1;1;1;172.53227786;3
7973174;1;1;1;9.5340545786;2
7973174;2;1;2;9.5340545786;3
7973181;1;1;1;7.0441897055;2
7973198;1;1;1;305.57378961;3
7973209;1;1;1;108.73287386;1
7973227;1;1;1;17.16938892;2
7973231;1;1;1;131.55786131;3
7973243;1;1;1;9.4435942728;1
7973245;1;1;1;10.62552252;2
7973245;2;1;2;10.62552252;3
7973268;1;1;1;10.35988549;3
7973268;2;1;2;10.35988549;4
7977107;1;1;1;296.13281235;1
7977117;1;1;1;18.371336321;3
7977117;2;1;2;18.371336321;4
7977133;1;1;1;104.06640689;3
7977162;1;1;1;51.678847682;2
7977162;2;1;2;51.678847682;3
7977164;1;1;1;101.87278078;4
7977168;1;1;1;8.7780057915;1
7977169;1;1;1;76.396055502;3
7977172;1;1;1;56.734499544;3
7977174;1;1;1;51.149109841;3
7977177;1;1;1;149.96571379;7
7977184;1;1;1;84.462624252;3
7977184;2;1;2;84.462624252;4
7977185;1;1;1;103.73741828;5
7977185;2;1;2;103.73741828;6
7977185;3;1;3;103.73741828;7
7977187;1;1;1;81.219217241;2
7977187;2;1;2;81.219217241;3
7977187;3;1;3;81.219217241;4
7977189;1;1;1;66.152953496;6
7977189;2;1;2;66.152953496;7
7977189;3;1;3;66.152953496;8
7977207;1;1;1;74.267150888;6
7977207;2;1;2;74.267150888;7
7977221;1;1;1;76.850836312;4
7977228;1;1;1;89.323273388;4
7977250;1;1;1;56.412727981;3
7977258;1;1;1;131.67784197;4
7977274;1;1;1;163.6407872;2
7977275;1;1;1;654.56314879;2
7977275;2;1;2;654.56314879;3
7977275;3;1;3;654.56314879;4
7977275;4;1;4;654.56314879;5
7977275;5;1;5;654.56314879;6
7977275;6;1;6;654.56314879;7
7977289;1;1;1;654.56314879;5
7977295;1;1;1;265.97344601;3
7977295;2;1;2;265.97344601;4
7977297;1;1;1;188.97705615;3
7977323;1;1;1;278.2689749;4
7977332;1;1;1;42.688506657;2
7977360;1;1;1;18.543651142;3
7977360;2;1;2;18.543651142;4
7977364;1;1;1;156.13622652;3
7977368;1;1;1;156.51660936;2
7977368;2;1;2;156.51660936;3
7977373;1;1;1;368.66612699;2
7977373;2;1;2;368.66612699;3
7977384;1;1;1;446.88716959;5
7977384;2;1;2;446.88716959;6
7977384;3;1;3;446.88716959;7
7977384;4;1;4;446.88716959;8
7977387;1;1;1;111.7217924;2
7977387;2;1;2;111.7217924;3
7977439;1;1;1;218.9733592;3
7977439;2;1;2;218.9733592;4
7977458;1;1;1;195.68398298;1
7977463;1;1;1;125.93887396;2
7977463;2;1;2;125.93887396;3
7977474;1;1;1;180.84393618;2
7977476;1;1;1;201.83187134;3
7977476;2;1;2;201.83187134;4
7977497;1;1;1;1813.3538813;4
7977515;1;1;1;322.716782;4
7977515;2;1;2;322.716782;5
7977521;1;1;1;233.7972786;2
7977521;2;1;2;233.7972786;3
7977534;1;1;1;296.10558775;4
7977534;2;1;2;296.10558775;5
7977534;3;1;3;296.10558775;6
7977541;1;1;1;170.65596929;1
7977542;1;1;1;199.60451358;2
7977542;2;1;2;199.60451358;3
7977545;1;1;1;105.70614809;2
7977550;1;1;1;122.14876083;2
7977556;1;1;1;208.06267828;3
7977559;1;1;1;149.114612;4
7977560;1;1;1;169.80886832;3
7977590;1;1;1;129.17586241;2
7977590;2;1;2;129.17586241;3
7977591;1;1;1;163.19809536;2
7977606;1;1;1;173.32298818;3
7977610;1;1;1;134.92528481;2
7977613;1;1;1;116.06585188;4
7977625;1;1;1;172.44091585;2
7977636;1;1;1;81.36772161;3
7977639;1;1;1;186.35766315;5
7977664;1;1;1;471.57449972;4
7977687;1;1;1;106.92312588;2
7977691;1;1;1;80.470268806;4
7977713;1;1;1;16.302621695;2
7977713;2;1;2;16.302621695;3
7977715;1;1;1;23.816114003;1
7977753;1;1;1;352.75673465;3
7977753;2;1;2;352.75673465;4
7977755;1;1;1;46.401000432;3
7977758;1;1;1;10.527405203;3
7977758;2;1;2;10.527405203;4
7977759;1;1;1;32.681641157;2
7977815;1;1;1;806.95097658;2
7977825;1;1;1;165.42749133;3
7977825;2;1;2;165.42749133;4
7977826;1;1;1;67.502086542;4
7977831;1;1;1;78.648808344;3
7977832;1;1;1;148.08051905;3
7977832;2;1;2;148.08051905;4
7977842;1;1;1;108.23492801;2
7977842;2;1;2;108.23492801;3
7977862;1;1;1;174.37889396;4
7977862;2;1;2;174.37889396;5
7977863;1;1;1;82.134623912;3
7977864;1;1;1;171.82821667;4
7977864;2;1;2;171.82821667;5
7977882;1;1;1;27.316138373;3
7977885;1;1;1;183.00484737;5
7977897;1;1;1;98.425960277;3
7977897;2;1;2;98.425960277;4
7977907;1;1;1;73.568465721;3
7977910;1;1;1;156.14102765;3
7977910;2;1;2;156.14102765;4
7977923;1;1;1;152.37990765;3
7977924;1;1;1;105.62308212;2
7977924;2;1;2;105.62308212;3
7977929;1;1;1;191.80164759;3
7977929;2;1;2;191.80164759;4
7977929;3;1;3;191.80164759;5
7977932;1;1;1;128.45236583;2
7977932;2;1;2;128.45236583;3
7977953;1;1;1;1362.8544197;1
7977953;2;1;2;1362.8544197;2
7977971;1;1;1;107.98706304;2
7977974;1;1;1;210.26582363;2
7977977;1;1;1;30.253080707;3
7977982;1;1;1;181.46821813;4
7977982;2;1;2;181.46821813;5
7977994;1;1;1;326.77296578;2
7977994;2;1;2;326.77296578;3
7977999;1;1;1;298.83178977;4
7978008;1;1;1;248.25428343;3
7978008;2;1;2;248.25428343;4
7978017;1;1;1;125.4614393;2
7978025;1;1;1;277.21558837;2
7978026;1;1;1;184.05654692;2
7978029;1;1;1;25.50377184;2
7978046;1;1;1;89.29513193;3
7978048;1;1;1;26.963724727;1
7978058;1;1;1;118.40976061;2
7978066;1;1;1;70.162187584;3
7978069;1;1;1;234.20478312;3
7978073;1;1;1;33.911070769;3
7978081;1;1;1;55.00413342;4
7978081;2;1;2;55.00413342;5
7978143;1;1;1;283.37101478;4
7978152;1;1;1;230.16060412;3
7978156;1;1;1;295.78526302;6
7978179;1;1;1;50.310691126;3
7978212;1;1;1;150.82710591;3
7978212;2;1;2;150.82710591;4
7978228;1;1;1;140.72283438;3
7978239;1;1;1;147.2619752;3
7978299;1;1;1;39.079007803;2
7978303;1;1;1;163.05424448;5
7978309;1;1;1;24.429777078;2
7978319;1;1;1;31.730925971;3
7978321;1;1;1;7.6233157893;1
7978322;1;1;1;146.2271913;6
7978342;1;1;1;218.30744908;2
7978349;1;1;1;63.648671755;1
7978361;1;1;1;98.102522512;5
7978361;2;1;2;98.102522512;6
7978361;3;1;3;98.102522512;7
7978371;1;1;1;14.101486021;1
7978380;1;1;1;8.9787490832;3
7978386;1;1;1;148.08051905;3
7978386;2;1;2;148.08051905;4
7978388;1;1;1;263.46049452;3
7978388;2;1;2;263.46049452;4
7978388;3;1;3;263.46049452;6
7978441;1;1;1;143.85611696;2
7978448;1;1;1;216.22713279;3
7978448;2;1;2;216.22713279;4
7978471;1;1;1;95.089453065;4
7978483;1;1;1;394.34306125;2
7978494;1;1;1;181.98030832;2
7978497;1;1;1;34.329156352;3
7978499;1;1;1;23.973114317;1
7978499;2;1;2;23.973114317;2
7978517;1;1;1;17.975409837;2
7978518;1;1;1;95.548221003;3
7978518;2;1;2;95.548221003;4
7978524;1;1;1;524.20021466;3
7978530;1;1;1;116.55662136;3
7978530;2;1;2;116.55662136;4
7978544;1;1;1;113.2920753;2
7978548;1;1;1;19.296995605;1
7978549;1;1;1;96.509413131;4
7978549;2;1;2;96.509413131;5
7978562;1;1;1;103.31330056;3
7978562;2;1;2;103.31330056;4
7978598;1;1;1;214.58515007;3
7978598;2;1;2;214.58515007;4
7978615;1;1;1;235.88237496;3
7978615;2;1;2;235.88237496;4
7978615;3;1;3;235.88237496;5
7978621;1;1;1;191.1191371;4
7978630;1;1;1;122.18336979;1
7978630;2;1;2;122.18336979;3
7978656;1;1;1;416.02912924;3
7978657;1;1;1;242.17282505;3
7978657;2;1;2;242.17282505;4
7978664;1;1;1;92.986352665;3
7978689;1;1;1;345.23790925;2
7978710;1;1;1;139.25265493;4
7978710;2;1;2;139.25265493;5
7978713;1;1;1;375.50481644;3
7978722;1;1;1;40.651813875;3
7978744;1;1;1;99.062694573;2
7978747;1;1;1;275.86862548;3
7978749;1;1;1;54.325765308;4
7978750;1;1;1;110.40387913;1
7978767;1;1;1;304.00973372;5
7978767;2;1;2;304.00973372;6
7978770;1;1;1;159.30695239;3
7978770;2;1;2;159.30695239;4
7978773;1;1;1;129.59384562;5
7978773;2;1;2;129.59384562;6
7978779;1;1;1;42.571663252;3
7978805;1;1;1;447.14079896;4
7978811;1;1;1;106.17217515;3
7978812;1;1;1;106.37336722;2
7978820;1;1;1;283.89285761;1
7978847;1;1;1;118.07803187;4
7978847;2;1;2;118.07803187;5
7978928;1;1;1;190.57103651;3
7978928;2;1;2;190.57103651;4
7978928;3;1;3;190.57103651;5
7978949;1;1;1;104.15477014;3
7978949;2;1;2;104.15477014;4
7978949;3;1;3;104.15477014;5
7978964;1;1;1;59.28945555;3
7978964;2;1;2;59.28945555;4
7978986;1;1;1;162.6072555;4
7978986;2;1;2;162.6072555;5
7979015;1;1;1;179.55301452;3
7979029;1;1;1;276.89924731;2
7979029;2;1;2;276.89924731;3
7979049;1;1;1;418.6153587;3
7979057;1;1;1;229.27762898;2
7979073;1;1;1;270.57866567;2
7979089;1;1;1;192.5997937;3
7979089;2;1;2;192.5997937;4
7979089;3;1;3;192.5997937;5
7979092;1;1;1;138.66077718;3
7979144;1;1;1;301.75121657;3
7979183;1;1;1;335.50581445;3
7979183;2;1;2;335.50581445;4
7979195;1;1;1;11.430661952;2
7979195;2;1;2;11.430661952;3
7979222;1;1;1;264.94132707;3
7979227;1;1;1;229.93617726;4
7979252;1;1;1;88.472162887;3
7979281;1;1;1;240.00314194;3
7979290;1;1;1;43.562186862;4
7979295;1;1;1;300.0639904;2
7979297;1;1;1;38.166953409;3
7979299;1;1;1;470.74214034;3
7979316;1;1;1;52.26958776;3
7979316;2;1;2;52.26958776;4
7979323;1;1;1;6.3441384438;3
7979325;1;1;1;11.01711476;3
7979333;1;1;1;93.982761736;2
7979333;2;1;2;93.982761736;3
7979337;1;1;1;169.60297886;4
7979337;2;1;2;169.60297886;5
7979339;1;1;1;370.07076379;2
7979339;2;1;2;370.07076379;3
7979349;1;1;1;517.37357517;9
7979349;2;1;2;517.37357517;6
7979426;1;1;1;417.19338058;3
7979426;2;1;2;417.19338058;4
7979448;1;1;1;479.2684506;3
7979448;2;1;2;479.2684506;4
7979453;1;1;1;86.309477311;1
7979455;1;1;1;327.46117362;2
7979455;2;1;2;327.46117362;3
7979474;1;1;1;400.16881118;3
7979479;1;1;1;380.62956672;3
7979500;1;1;1;354.42819597;2
7979500;2;1;2;354.42819597;3
7979503;1;1;1;345.23790925;2
7979510;1;1;1;290.24103325;2
7979510;2;1;2;290.24103325;3
7979512;1;1;1;91.435337661;6
7979519;1;1;1;455.09957252;3
7979519;2;1;2;455.09957252;4
7979524;1;1;1;86.010428237;3
7979524;2;1;2;86.010428237;4
7979546;1;1;1;380.97641333;3
7979551;1;1;1;207.443288;1
7979565;1;1;1;450.07705547;3
7979572;1;1;1;160.56284112;3
7979577;1;1;1;544.46495881;1
7979582;1;1;1;595.18075093;4
7979584;1;1;1;344.4921995;2
7979595;1;1;1;107.11924427;3
7979613;1;1;1;229.84489059;1
7979615;1;1;1;7.0456163923;3
7979615;2;1;2;7.0456163923;4
7979629;1;1;1;335.65354279;1
7979634;1;1;1;124.52478198;3
7979639;1;1;1;345.23790925;1
7979670;1;1;1;338.20763493;5
7979672;1;1;1;236.99046178;3
7979672;2;1;2;236.99046178;4
7979690;1;1;1;495.0144378;4
7979700;1;1;1;380.97641333;3
7979750;1;1;1;111.43581523;3
7979750;2;1;2;111.43581523;1
7979764;1;1;1;81.864309677;5
7979769;1;1;1;167.08410097;3
7979770;1;1;1;95.023434253;3
7979771;3;1;3;247.7454281;6
7979771;1;1;1;247.7454281;4
7979771;2;1;2;247.7454281;5
7979784;1;1;1;69.827744534;4
7979785;1;1;1;265.37962247;1
7979790;1;1;1;230.69525455;2
7979791;1;1;1;189.45014341;2
7979792;1;1;1;65.404835377;3
7979792;2;1;2;65.404835377;4
7979823;1;1;1;36.599739563;2
7979843;1;1;1;159.78727197;3
7979863;1;1;1;406.11076524;3
7979863;2;1;2;406.11076524;4
7979874;1;1;1;355.25426227;3
7979876;1;1;1;277.87993522;5
7979879;1;1;1;231.80409858;2
7979893;1;1;1;217.17900505;3
7979893;2;1;2;217.17900505;4
7979896;1;1;1;77.340990892;2
7979896;2;1;2;77.340990892;3
7979896;3;1;3;77.340990892;4
7979936;1;1;1;22.637779654;2
7979936;2;1;2;22.637779654;3
7979936;3;1;3;22.637779654;4
7979957;1;1;1;118.3917784;3
7979957;2;1;2;118.3917784;4
7979957;3;1;3;118.3917784;5
7979973;1;1;1;6.2138792751;2
7979977;1;1;1;185.41321415;2
7979977;2;1;2;185.41321415;3
7979979;1;1;1;70.429150685;3
7979979;2;1;2;70.429150685;4
7980015;1;1;1;69.095793704;1
7980068;1;1;1;11.058215271;4
7980073;1;1;1;21.698349879;2
7980073;2;1;2;21.698349879;3
7980073;3;1;3;21.698349879;4
7980076;1;1;1;22.054934952;2
7980121;1;1;1;71.794653154;4
7980121;2;1;2;71.794653154;5
7980121;3;1;3;71.794653154;6
7980136;1;1;1;118.83661772;3
7980136;2;1;2;118.83661772;5
7980136;3;1;3;118.83661772;7
7980137;1;1;1;160.99689568;3
7980137;2;1;2;160.99689568;4
7980149;1;1;1;77.314406228;3
7980164;1;1;1;166.66957999;5
7980168;1;1;1;116.78897494;2
7980174;1;1;1;216.58794363;3
7980186;1;1;1;26.878231237;3
7980186;2;1;2;26.878231237;4
7980216;1;1;1;430.79081732;3
7980237;1;1;1;32.37894388;4
7980237;2;1;2;32.37894388;5
7980237;3;1;3;32.37894388;6
7980265;1;1;1;119.42385183;4
7980315;1;1;1;145.47823811;4
7980322;1;1;1;19.841218699;3
7980323;1;1;1;17.093473887;5
7980329;1;1;1;26.017014658;4
7980329;2;1;2;26.017014658;5
7980329;3;1;3;26.017014658;6
7980389;1;1;1;26.856536347;6
7980393;1;1;1;31.31282331;2
7980408;1;1;1;28.61129018;3
7980425;1;1;1;22.955731166;3
7980425;2;1;2;22.955731166;4
7980440;1;1;1;540.98994157;5
7980442;1;1;1;570.80076359;3
7980481;1;1;1;139.31800873;3
7980486;1;1;1;175.83603969;4
7980505;1;1;1;787.65272048;3
7980505;2;1;2;787.65272048;4
7980518;1;1;1;39.919697736;4
7980520;1;1;1;29.728188165;1
7980520;2;1;2;29.728188165;2
7980520;3;1;3;29.728188165;3
7980522;1;1;1;6.2317874766;3
7980525;1;1;1;25.164629546;2
7980525;2;1;2;25.164629546;3
7980539;1;1;1;12.628541433;2
7980539;2;1;2;12.628541433;3
7980586;1;1;1;36.864970951;5
7980591;1;1;1;73.930794504;3
7980591;2;1;2;73.930794504;4
7980611;1;1;1;117.57270626;3
7980611;2;1;2;117.57270626;4
7980611;3;1;3;117.57270626;5
7980612;1;1;1;77.235048642;2
7980619;1;1;1;69.596979362;3
7980628;1;1;1;69.628566578;3
7980705;1;1;1;243.54049237;2
7980707;1;1;1;229.01005727;2
7980732;1;1;1;17.004715686;4
7980744;1;1;1;33.648260854;3
7980774;1;1;1;59.960923094;3
7980774;2;1;2;59.960923094;4
7980780;1;1;1;51.837825063;5
7980794;1;1;1;26.599168927;2
7980794;2;1;2;26.599168927;3
7980799;1;1;1;5.7608863953;3
7980799;2;1;2;5.7608863953;4
7980799;3;1;3;5.7608863953;5
7980801;1;1;1;79.35533987;4
7980801;2;1;2;79.35533987;5
7980819;1;1;1;11.336477124;3
7980834;1;1;1;267.85131867;4
7980839;1;1;1;180.34909962;2
7980839;2;1;2;180.34909962;3
7980840;1;1;1;125.28753206;3
7980841;1;1;1;149.43898181;3
7980841;2;1;2;149.43898181;4
7980841;3;1;3;149.43898181;5
7980842;1;1;1;151.89658377;4
7980916;1;1;1;178.12407495;4
7980929;1;1;1;158.46964647;5
7980947;1;1;1;18.577691828;3
7980972;1;1;1;205.32517553;3
7980972;2;1;2;205.32517553;4
7980976;1;1;1;39.700155677;3
7980976;2;1;2;39.700155677;4
7980992;1;1;1;64.705328078;3
7980998;1;1;1;54.108570644;5
7980998;2;1;2;54.108570644;6
7981005;1;1;1;45.336198752;3
7981005;2;1;2;45.336198752;4
7981049;1;1;1;18.30839377;4
7981052;1;1;1;23.087657659;4
7981066;1;1;1;187.35118136;2
7981071;1;1;1;41.878217768;3
7981071;2;1;2;41.878217768;4
7981080;1;1;1;36.661007008;3
7981080;2;1;2;36.661007008;4
7981084;1;1;1;184.76420914;2
7981086;1;1;1;41.878217768;3
7981086;2;1;2;41.878217768;4
7981108;1;1;1;59.727995149;3
7981109;1;1;1;232.72794124;2
7981133;1;1;1;352.53039578;2
7981136;1;1;1;48.834050438;3
7981136;2;1;2;48.834050438;4
7981151;1;1;1;113.84568916;2
7981189;1;1;1;19.691683914;2
7981189;2;1;2;19.691683914;3
7981197;1;1;1;28.884228261;3
7981203;1;1;1;54.851561812;5
7981203;2;1;2;54.851561812;6
7981235;1;1;1;64.626324111;2
7981235;2;1;2;64.626324111;3
7981251;1;1;1;64.692700016;3
7981277;1;1;1;48.674616569;6
7981308;1;1;1;12.622374803;2
7981313;1;1;1;8.1580396182;1
7981317;1;1;1;9.3607454767;2
7981355;1;1;1;205.24146537;2
7981358;1;1;1;83.075886356;4
7981358;2;1;2;83.075886356;5
7981364;1;1;1;8.5504613645;4
7981364;2;1;2;8.5504613645;5
7981393;1;1;1;156.75398175;3
7981393;2;1;2;156.75398175;4
7981409;1;1;1;181.35546285;1
7981409;2;1;2;181.35546285;2
7981431;1;1;1;21.637192638;2
7981431;2;1;2;21.637192638;3
7981459;1;1;1;293.10908204;2
7981460;1;1;1;272.17884641;3
7981460;2;1;2;272.17884641;4
7981461;1;1;1;209.86555266;3
7981465;1;1;1;91.59229078;5
7981465;2;1;2;91.59229078;8
7981473;1;1;1;422.54116325;4
7981473;2;1;2;422.54116325;5
7981473;3;1;3;422.54116325;6
7981492;1;1;1;193.09129562;3
7981499;1;1;1;96.27506389;2
7981523;1;1;1;35.110569774;3
7981547;1;1;1;218.24667792;3
7981580;1;1;1;193.11123488;3
7981580;2;1;2;193.11123488;4
7981581;1;1;1;224.47233367;3
7981619;1;1;1;112.28477936;3
7981654;1;1;1;68.787468952;4
7981682;2;1;2;88.958993999;4
7981682;1;1;1;88.958993999;3
7981744;1;1;1;196.02421836;2
7981754;1;1;1;126.46420091;2
7981756;1;1;1;75.223703381;3
7981762;1;1;1;18.999406377;2
7981766;1;1;1;75.158694481;3
7981766;2;1;2;75.158694481;4
7981766;3;1;3;75.158694481;5
7981791;1;1;1;37.405019065;3
7981792;1;1;1;33.396217002;3
7981794;1;1;1;25.400610307;3
7981795;1;1;1;266.08942367;3
7981795;2;1;2;266.08942367;4
7981800;1;1;1;28.417574461;3
7981800;2;1;2;28.417574461;4
7981801;1;1;1;259.90293873;2
7981809;1;1;1;44.181886589;3
7981809;2;1;2;44.181886589;4
7981809;3;1;3;44.181886589;5
7981815;1;1;1;16.441393649;3
7981818;1;1;1;38.409025708;4
7981823;1;1;1;164.41607781;3
7981823;2;1;2;164.41607781;4
7981823;3;1;3;164.41607781;5
7981823;4;1;4;164.41607781;6
7981829;1;1;1;86.708409757;3
7981829;2;1;2;86.708409757;4
7981846;1;1;1;216.22967006;3
7981846;2;1;2;216.22967006;4
7981850;1;1;1;86.267547622;5
7981850;2;1;2;86.267547622;6
7981856;1;1;1;35.585755029;3
7981871;1;1;1;292.44513218;3
7981871;2;1;2;292.44513218;4
7981875;1;1;1;290.6635253;2
7981875;2;1;2;290.6635253;3
7981945;1;1;1;368.98109421;3
7981946;1;1;1;66.115586179;5
7981954;1;1;1;184.13886996;3
7981959;1;1;1;151.02758556;3
7981959;2;1;2;151.02758556;4
7981963;1;1;1;176.11482863;3
7981987;1;1;1;171.9740709;3
7981991;1;1;1;35.565075309;3
7981991;2;1;2;35.565075309;5
7981994;1;1;1;268.58185577;3
7981997;1;1;1;349.18724441;2
7981997;2;1;2;349.18724441;3
7982007;1;1;1;265.61069669;2
7982045;1;1;1;278.00230687;4
7982045;2;1;2;278.00230687;5
7982050;1;2;1;437.67389257;3
7982058;1;1;1;134.7909616;2
7982058;2;1;2;134.7909616;3
7982065;1;1;1;167.12481602;5
7982069;1;1;1;137.42330389;2
7982069;2;1;2;137.42330389;3
7982069;3;1;3;137.42330389;4
7982070;1;1;1;80.548873781;2
7982084;1;1;1;92.27772832;6
7982099;1;1;1;769.24343584;3
7982099;2;1;2;769.24343584;4
7982104;1;1;1;363.04832841;2
7982104;2;1;2;363.04832841;3
7982105;1;1;1;398.99308979;2
7982105;2;1;2;398.99308979;3
7982105;3;1;3;398.99308979;4
7982124;1;1;1;406.62832999;2
7982124;2;1;2;406.62832999;3
7982124;3;1;3;406.62832999;4
7982130;1;1;1;123.73802376;3
7982142;1;1;1;260.0255124;2
7982160;1;1;1;14.740514425;3
7982160;2;1;2;14.740514425;4
7982161;1;1;1;14.740514425;3
7982178;1;1;1;122.25979671;4
7982178;2;1;2;122.25979671;5
7982178;3;1;3;122.25979671;6
7982203;1;1;1;100.8168798;3
7982203;2;1;2;100.8168798;4
7982228;1;1;1;458.33637531;1
7982242;1;1;1;44.232380148;2
7982275;1;1;1;165.3868344;1
7982275;2;1;2;165.3868344;2
7982277;1;1;1;41.3467086;3
7982293;1;1;1;954.56493485;3
7982293;2;1;2;954.56493485;4
7982297;1;1;1;138.22892127;2
7982325;1;1;1;11.471236895;3
7982363;1;1;1;479.65358549;3
7982363;2;1;2;479.65358549;4
7982379;1;1;1;262.31324569;3
7982379;2;1;2;262.31324569;4
7982382;1;1;1;298.27484667;3
7982382;2;1;2;298.27484667;4
7982410;1;1;1;230.57774768;3
7982418;1;1;1;262.8340595;2
7982425;1;2;1;252.61790683;5
7982427;1;1;1;237.97380677;3
7982428;1;1;1;162.1497892;2
7982435;1;1;1;275.69332333;3
7982435;2;1;2;275.69332333;4
7982438;1;1;1;275.69332333;3
7982438;2;1;2;275.69332333;4
7982463;1;1;1;147.08987308;2
7982465;1;1;1;176.50946644;3
7982465;2;1;2;176.50946644;4
7982465;3;1;3;176.50946644;5
7982478;1;1;1;153.74962381;5
7982483;1;1;1;127.3776386;3
7982483;2;1;2;127.3776386;4
7982484;1;1;1;92.13672664;4
7982495;1;1;1;265.46154221;4
